athlete_id,athlete_name,gender,age,country_code,country,continent,year,city,host_country,season,sport,event,medal
1197,David Green,M,37,COL,Colombia,South America,1948,St. Moritz,Switzerland,Winter,Freestyle Skiing,Freestyle Skiing Slalom,Bronze
1198,Jessica Carter,F,23,UZB,Uzbekistan,Asia,2008,Beijing,China,Summer,Badminton,Singles,Gold
1199,Svetlana Adams,F,36,KAZ,Kazakhstan,Asia,1998,Nagano,Japan,Winter,Bobsled,Bobsled Downhill,Silver
1200,Robert Wilson,M,25,BRA,Brazil,South America,2018,PyeongChang,South Korea,Winter,Figure Skating,Figure Skating Pursuit,Gold
1201,Nina Walker,F,20,ITA,Italy,Europe,1960,Rome,Italy,Summer,Taekwondo,80kg,Bronze
1202,Ahmed Clark,M,28,RUS,Russia,Europe,2010,Vancouver,Canada,Winter,Skiing,Skiing Mass Start,Silver
1203,Yuki Johnson,M,19,MEX,Mexico,North America,2018,PyeongChang,South Korea,Winter,Freestyle Skiing,Freestyle Skiing Sprint,Bronze
1204,Mei King,F,23,KOR,South Korea,Asia,2024,Paris,France,Summer,Tennis,Doubles,Gold
1205,Carlos Robinson,M,35,COL,Colombia,South America,1992,Albertville,France,Winter,Speed Skating,Speed Skating Sprint,Bronze
1206,Kim Lopez,F,36,KAZ,Kazakhstan,Asia,2004,Athens,Greece,Summer,Weightlifting,85kg,Silver
1207,Peter Harris,M,38,UKR,Ukraine,Europe,2006,Turin,Italy,Winter,Luge,Luge Individual,Bronze
1208,Katarina Anderson,F,25,NGR,Nigeria,Africa,2010,Vancouver,Canada,Winter,Skiing,Skiing Sprint,Gold
1209,Isabella Hall,F,27,DEN,Denmark,Europe,1988,Seoul,South Korea,Summer,Basketball,3x3 Basketball,Silver
1210,Alexei Hall,M,38,ETH,Ethiopia,Africa,1908,London,Great Britain,Summer,Table Tennis,Team,Gold
1211,Svetlana Anderson,F,30,KAZ,Kazakhstan,Asia,1924,Chamonix,France,Winter,Bobsled,Bobsled Individual,Bronze
1212,Peter Jackson,M,22,ETH,Ethiopia,Africa,1924,Chamonix,France,Winter,Skeleton,Skeleton Slalom,Bronze
1213,David Walker,M,37,ROM,Romania,Europe,1998,Nagano,Japan,Winter,Skiing,Skiing Super-G,Silver
1214,Hans Thomas,M,27,RUS,Russia,Europe,2002,Salt Lake City,USA,Winter,Cross-Country Skiing,Cross-Country Skiing Sprint,Gold
1215,Svetlana Hall,F,20,SVK,Slovakia,Europe,1924,Paris,France,Summer,Table Tennis,Team,Gold
1216,Marco Walker,M,36,CHN,China,Asia,1904,St. Louis,USA,Summer,Weightlifting,77kg,Bronze
1217,Svetlana Hernandez,F,24,POR,Portugal,Europe,2016,Rio de Janeiro,Brazil,Summer,Gymnastics,Team,Silver
1218,Mohammed Baker,M,16,KOR,South Korea,Asia,1896,Athens,Greece,Summer,Weightlifting,62kg,Bronze
1219,Hans Young,M,28,SVK,Slovakia,Europe,1976,Innsbruck,Austria,Winter,Speed Skating,Speed Skating Team,Silver
1220,Alexei Thomas,M,38,JAM,Jamaica,North America,1988,Calgary,Canada,Winter,Ice Hockey,Ice Hockey Team,Silver
1221,Aisha Nelson,F,18,IRN,Iran,Asia,2020,Tokyo,Japan,Summer,Athletics,Pole Vault,Bronze
1222,Kwame Thomas,M,21,NOR,Norway,Europe,2006,Turin,Italy,Winter,Cross-Country Skiing,Cross-Country Skiing Team,Gold
1223,Mohammed White,M,20,ITA,Italy,Europe,1988,Seoul,South Korea,Summer,Tennis,Doubles,Bronze
1224,John Hill,M,18,BRA,Brazil,South America,1928,St. Moritz,Switzerland,Winter,Biathlon,Biathlon Giant Slalom,Silver
1225,Chris Williams,M,23,DEN,Denmark,Europe,1964,Tokyo,Japan,Summer,Archery,Team Recurve,Bronze
1226,Nina Scott,F,38,JPN,Japan,Asia,2016,Rio de Janeiro,Brazil,Summer,Judo,63kg,Silver
1227,James Martin,M,37,NOR,Norway,Europe,1992,Albertville,France,Winter,Curling,Curling Giant Slalom,Gold
1228,Alexei White,M,35,NOR,Norway,Europe,1932,Lake Placid,USA,Winter,Ice Hockey,Ice Hockey Mass Start,Bronze
1229,Rebecca Thompson,F,18,GRE,Greece,Europe,1960,Squaw Valley,USA,Winter,Speed Skating,Speed Skating Sprint,Silver
1230,Fatima Young,F,18,NZL,New Zealand,Oceania,1964,Innsbruck,Austria,Winter,Freestyle Skiing,Freestyle Skiing Sprint,Bronze
1231,Ingeborg Jackson,F,36,GER,Germany,Europe,1928,Amsterdam,Netherlands,Summer,Archery,Team Recurve,Bronze
1232,Ahmed Walker,M,26,BEL,Belgium,Europe,1964,Tokyo,Japan,Summer,Taekwondo,+73kg,Gold
1233,John Adams,M,33,KEN,Kenya,Africa,1992,Albertville,France,Winter,Figure Skating,Figure Skating Team,Silver
1234,Isabella Garcia,F,26,AUS,Australia,Oceania,1908,London,Great Britain,Summer,Fencing,Sabre Team,Gold
1235,Steven Walker,M,28,USA,United States,North America,2018,PyeongChang,South Korea,Winter,Figure Skating,Figure Skating Mass Start,Gold
1236,Aisha Lewis,F,19,ZIM,Zimbabwe,Africa,2016,Rio de Janeiro,Brazil,Summer,Weightlifting,69kg,Bronze
1237,Anna Brown,F,35,CZE,Czech Republic,Europe,1988,Calgary,Canada,Winter,Cross-Country Skiing,Cross-Country Skiing Mass Start,Gold
1238,Chiara Green,F,41,NED,Netherlands,Europe,1956,Cortina,Italy,Winter,Ski Jumping,Ski Jumping Downhill,Bronze
1239,Michael Hill,M,24,IND,India,Asia,1992,Albertville,France,Winter,Cross-Country Skiing,Cross-Country Skiing Downhill,Bronze
1240,Darius Lee,M,39,JPN,Japan,Asia,1928,Amsterdam,Netherlands,Summer,Wrestling,Freestyle 74kg,Bronze
1241,Sofia Lewis,F,21,KAZ,Kazakhstan,Asia,2014,Sochi,Russia,Winter,Figure Skating,Figure Skating Downhill,Silver
1242,Darius Miller,M,25,DEN,Denmark,Europe,1980,Lake Placid,USA,Winter,Speed Skating,Speed Skating Mass Start,Silver
1243,Marco Martin,M,18,AUS,Australia,Oceania,1968,Grenoble,France,Winter,Ski Jumping,Ski Jumping Super-G,Gold
1244,Mei Johnson,F,33,AUS,Australia,Oceania,1928,St. Moritz,Switzerland,Winter,Snowboard,Snowboard Individual,Silver
1245,Katarina Green,F,32,IND,India,Asia,2002,Salt Lake City,USA,Winter,Curling,Curling Sprint,Bronze
1246,Michael Young,M,39,GRE,Greece,Europe,1924,Paris,France,Summer,Basketball,Basketball,Bronze
1247,Pierre Anderson,M,35,CUB,Cuba,North America,1984,Sarajevo,Yugoslavia,Winter,Nordic Combined,Nordic Combined Super-G,Bronze
1248,David Hill,M,27,NED,Netherlands,Europe,2012,London,Great Britain,Summer,Table Tennis,Singles,Silver
1249,John Rodriguez,M,27,RSA,South Africa,Africa,1906,Athens,Greece,Summer,Football,Football,Bronze
1250,Claire Thompson,F,31,ETH,Ethiopia,Africa,1948,London,Great Britain,Summer,Archery,Individual Recurve,Gold
1251,Kwame Lopez,M,30,KOR,South Korea,Asia,1896,Athens,Greece,Summer,Taekwondo,67kg,Gold
1252,Anna Johnson,F,27,UKR,Ukraine,Europe,1960,Squaw Valley,USA,Winter,Skiing,Skiing Slalom,Silver
1253,Lisa Scott,F,22,CUB,Cuba,North America,2008,Beijing,China,Summer,Boxing,75kg,Bronze
1254,Diego Thompson,M,20,NGR,Nigeria,Africa,1928,Amsterdam,Netherlands,Summer,Football,Football,Gold
1255,Elena Green,F,29,ZIM,Zimbabwe,Africa,1976,Innsbruck,Austria,Winter,Luge,Luge Super-G,Silver
1256,Wei Young,M,20,FIN,Finland,Europe,1920,Antwerp,Belgium,Summer,Tennis,Mixed Doubles,Gold
1257,James Moore,M,25,ITA,Italy,Europe,1960,Squaw Valley,USA,Winter,Cross-Country Skiing,Cross-Country Skiing Pursuit,Silver
1258,Peter Wright,M,37,GBR,Great Britain,Europe,1968,Grenoble,France,Winter,Nordic Combined,Nordic Combined Super-G,Bronze
1259,Diego Hall,M,26,NGR,Nigeria,Africa,1952,Helsinki,Finland,Summer,Weightlifting,105kg,Bronze
1260,Michael Moore,M,41,ITA,Italy,Europe,2008,Beijing,China,Summer,Basketball,Basketball,Gold
1261,Sven Rodriguez,M,17,AZE,Azerbaijan,Europe,1960,Squaw Valley,USA,Winter,Curling,Curling Individual,Silver
1262,Claire Lopez,F,25,DEN,Denmark,Europe,1992,Albertville,France,Winter,Nordic Combined,Nordic Combined Individual,Gold
1263,Ivan Thomas,M,39,GRE,Greece,Europe,2012,London,Great Britain,Summer,Football,Football,Gold
1264,Mei Davis,F,22,CUB,Cuba,North America,1952,Helsinki,Finland,Summer,Weightlifting,85kg,Bronze
1265,John Moore,M,23,HUN,Hungary,Europe,2008,Beijing,China,Summer,Table Tennis,Singles,Silver
1266,Lauren Jackson,F,16,KOR,South Korea,Asia,1904,St. Louis,USA,Summer,Shooting,50m Rifle 3 Positions,Gold
1267,Svetlana Harris,F,38,MEX,Mexico,North America,1906,Athens,Greece,Summer,Basketball,3x3 Basketball,Gold
1268,Emma Robinson,F,36,RUS,Russia,Europe,1960,Rome,Italy,Summer,Football,Football,Gold
1269,Nina Brown,F,23,POL,Poland,Europe,1952,Helsinki,Finland,Summer,Volleyball,Beach Volleyball,Gold
1270,Hans Garcia,M,25,JAM,Jamaica,North America,1904,St. Louis,USA,Summer,Athletics,200m,Bronze
1271,Nina Robinson,F,27,BRA,Brazil,South America,1920,Antwerp,Belgium,Summer,Football,Football,Gold
1272,Chiara Lee,F,27,JPN,Japan,Asia,1920,Antwerp,Belgium,Summer,Athletics,4x100m Relay,Bronze
1273,Svetlana Garcia,F,23,TUR,Turkey,Asia,2014,Sochi,Russia,Winter,Snowboard,Snowboard Giant Slalom,Gold
1274,Marco Carter,M,36,FRA,France,Europe,1992,Barcelona,Spain,Summer,Basketball,Basketball,Gold
1275,Alexei Mitchell,M,18,CHN,China,Asia,1904,St. Louis,USA,Summer,Taekwondo,80kg,Silver
1276,David Jackson,M,17,IRN,Iran,Asia,1956,Melbourne,Australia,Summer,Badminton,Singles,Silver
1277,Svetlana Wilson,F,30,POL,Poland,Europe,1988,Seoul,South Korea,Summer,Shooting,Skeet,Silver
1278,Kwame Garcia,M,21,MEX,Mexico,North America,1908,London,Great Britain,Summer,Badminton,Doubles,Bronze
1279,Lars Jackson,M,41,ROM,Romania,Europe,1924,Chamonix,France,Winter,Speed Skating,Speed Skating Individual,Bronze
1280,Pierre Hill,M,21,AZE,Azerbaijan,Europe,2020,Tokyo,Japan,Summer,Basketball,3x3 Basketball,Silver
1281,Elena Johnson,F,22,TUR,Turkey,Asia,1988,Seoul,South Korea,Summer,Basketball,3x3 Basketball,Gold
1282,Ingeborg Scott,F,32,ARG,Argentina,South America,1988,Calgary,Canada,Winter,Figure Skating,Figure Skating Individual,Silver
1283,Anna Anderson,F,33,KAZ,Kazakhstan,Asia,1956,Melbourne,Australia,Summer,Cycling,Team Sprint,Gold
1284,David Garcia,M,36,ETH,Ethiopia,Africa,1904,St. Louis,USA,Summer,Archery,Team Recurve,Gold
1285,Darius Lewis,M,16,NOR,Norway,Europe,1952,Helsinki,Finland,Summer,Swimming,200m Backstroke,Bronze
1286,Maria Allen,F,39,AUS,Australia,Oceania,1992,Albertville,France,Winter,Bobsled,Bobsled Super-G,Bronze
1287,Steven Garcia,M,27,AUT,Austria,Europe,1952,Oslo,Norway,Winter,Bobsled,Bobsled Individual,Gold
1288,Marco Walker,M,39,COL,Colombia,South America,1948,St. Moritz,Switzerland,Winter,Skiing,Skiing Giant Slalom,Bronze
1289,Nina Garcia,F,23,NOR,Norway,Europe,1948,St. Moritz,Switzerland,Winter,Cross-Country Skiing,Cross-Country Skiing Giant Slalom,Gold
1290,Marco Young,M,39,FIN,Finland,Europe,1992,Barcelona,Spain,Summer,Basketball,Basketball,Silver
1291,Thomas Thomas,M,30,NGR,Nigeria,Africa,1928,Amsterdam,Netherlands,Summer,Badminton,Singles,Gold
1292,Claire Anderson,F,16,POR,Portugal,Europe,1988,Calgary,Canada,Winter,Skeleton,Skeleton Sprint,Gold
1293,Ahmed Martin,M,18,GER,Germany,Europe,2020,Tokyo,Japan,Summer,Basketball,Basketball,Silver
1294,Diego Johnson,M,39,MEX,Mexico,North America,1998,Nagano,Japan,Winter,Luge,Luge Team,Bronze
1295,Diego Williams,M,16,CHN,China,Asia,1920,Antwerp,Belgium,Summer,Basketball,3x3 Basketball,Gold
1296,Michael Davis,M,41,RUS,Russia,Europe,1948,London,Great Britain,Summer,Gymnastics,Parallel Bars,Bronze
1297,David Wright,M,22,KAZ,Kazakhstan,Asia,2010,Vancouver,Canada,Winter,Cross-Country Skiing,Cross-Country Skiing Super-G,Bronze
1298,Maria Martin,F,31,ZIM,Zimbabwe,Africa,1972,Sapporo,Japan,Winter,Cross-Country Skiing,Cross-Country Skiing Sprint,Gold
1299,James Davis,M,16,AUT,Austria,Europe,1984,Sarajevo,Yugoslavia,Winter,Nordic Combined,Nordic Combined Mass Start,Bronze
1300,Steven Smith,M,16,BEL,Belgium,Europe,1952,Oslo,Norway,Winter,Biathlon,Biathlon Giant Slalom,Gold
1301,Katarina Walker,F,23,POL,Poland,Europe,1972,Munich,Germany,Summer,Basketball,Basketball,Bronze
1302,Steven Davis,M,19,NGR,Nigeria,Africa,2006,Turin,Italy,Winter,Cross-Country Skiing,Cross-Country Skiing Team,Silver
1303,Emma Carter,F,18,ITA,Italy,Europe,1960,Squaw Valley,USA,Winter,Biathlon,Biathlon Super-G,Gold
1304,Ahmed Taylor,M,37,TUR,Turkey,Asia,1932,Los Angeles,USA,Summer,Football,Football,Bronze
1305,Hans Lee,M,24,POL,Poland,Europe,2002,Salt Lake City,USA,Winter,Speed Skating,Speed Skating Mass Start,Silver
1306,Darius Taylor,M,40,USA,United States,North America,2018,PyeongChang,South Korea,Winter,Nordic Combined,Nordic Combined Team,Silver
1307,Mohammed Young,M,19,IND,India,Asia,1928,Amsterdam,Netherlands,Summer,Basketball,3x3 Basketball,Bronze
1308,Nina Lopez,F,27,USA,United States,North America,1952,Helsinki,Finland,Summer,Wrestling,Freestyle 65kg,Silver
1309,Svetlana Martin,F,20,TUR,Turkey,Asia,1976,Innsbruck,Austria,Winter,Nordic Combined,Nordic Combined Downhill,Silver
1310,Rebecca Harris,F,33,IRN,Iran,Asia,1968,Grenoble,France,Winter,Curling,Curling Slalom,Silver
1311,Robert Martin,M,38,UZB,Uzbekistan,Asia,1912,Stockholm,Sweden,Summer,Taekwondo,67kg,Silver
1312,Anna Brown,F,20,ESP,Spain,Europe,1896,Athens,Greece,Summer,Rowing,Single Sculls,Silver
1313,Kim Harris,F,23,CZE,Czech Republic,Europe,1964,Tokyo,Japan,Summer,Wrestling,Freestyle 97kg,Gold
1314,Marco Smith,M,28,UZB,Uzbekistan,Asia,2010,Vancouver,Canada,Winter,Ice Hockey,Ice Hockey Team,Bronze
1315,Mohammed Jones,M,37,UZB,Uzbekistan,Asia,1972,Munich,Germany,Summer,Volleyball,Volleyball,Silver
1316,David Miller,M,27,CHN,China,Asia,2022,Beijing,China,Winter,Snowboard,Snowboard Sprint,Gold
1317,Thomas Wright,M,40,BEL,Belgium,Europe,1908,London,Great Britain,Summer,Athletics,Javelin Throw,Bronze
1318,Lucia Rodriguez,F,31,UZB,Uzbekistan,Asia,1924,Chamonix,France,Winter,Nordic Combined,Nordic Combined Giant Slalom,Silver
1319,Diego Thomas,M,35,USA,United States,North America,2016,Rio de Janeiro,Brazil,Summer,Athletics,400m Hurdles,Bronze
1320,Ingeborg Thompson,F,33,DEN,Denmark,Europe,1928,St. Moritz,Switzerland,Winter,Skiing,Skiing Downhill,Bronze
1321,Robert Scott,M,24,DEN,Denmark,Europe,1980,Lake Placid,USA,Winter,Speed Skating,Speed Skating Pursuit,Silver
1322,Yuki Thomas,M,23,NZL,New Zealand,Oceania,1924,Chamonix,France,Winter,Nordic Combined,Nordic Combined Pursuit,Bronze
1323,Nina Hall,F,31,UZB,Uzbekistan,Asia,1988,Seoul,South Korea,Summer,Canoe,Canoe Sprint,Silver
1324,Fatima Davis,F,22,POR,Portugal,Europe,1928,St. Moritz,Switzerland,Winter,Skiing,Skiing Super-G,Gold
1325,Thomas Green,M,25,CHN,China,Asia,1908,London,Great Britain,Summer,Volleyball,Beach Volleyball,Gold
1326,Peter Williams,M,33,ZIM,Zimbabwe,Africa,1908,London,Great Britain,Summer,Rowing,Single Sculls,Gold
1327,Emma Clark,F,17,ROM,Romania,Europe,1952,Helsinki,Finland,Summer,Gymnastics,Uneven Bars,Gold
1328,Diego Hall,M,26,NZL,New Zealand,Oceania,1956,Melbourne,Australia,Summer,Athletics,High Jump,Bronze
1329,Aisha Davis,F,39,UKR,Ukraine,Europe,1960,Squaw Valley,USA,Winter,Ice Hockey,Ice Hockey Team,Bronze
1330,Jessica Williams,F,31,CHN,China,Asia,2018,PyeongChang,South Korea,Winter,Ski Jumping,Ski Jumping Sprint,Silver
1331,Steven White,M,38,AUS,Australia,Oceania,1928,St. Moritz,Switzerland,Winter,Ice Hockey,Ice Hockey Slalom,Bronze
1332,Maria Rodriguez,F,30,ARG,Argentina,South America,1998,Nagano,Japan,Winter,Ice Hockey,Ice Hockey Sprint,Silver
1333,Kim Mitchell,F,23,GBR,Great Britain,Europe,1964,Tokyo,Japan,Summer,Canoe,Canoe Slalom,Bronze
1334,Michael Taylor,M,41,NGR,Nigeria,Africa,1908,London,Great Britain,Summer,Wrestling,Greco-Roman 97kg,Silver
1335,Lisa Garcia,F,21,CHN,China,Asia,1988,Seoul,South Korea,Summer,Gymnastics,Team,Bronze
1336,Diego King,M,38,GER,Germany,Europe,1964,Tokyo,Japan,Summer,Volleyball,Volleyball,Silver
1337,Mohammed Lopez,M,19,POR,Portugal,Europe,1976,Innsbruck,Austria,Winter,Speed Skating,Speed Skating Slalom,Gold
1338,Wei Hill,M,30,GRE,Greece,Europe,1964,Tokyo,Japan,Summer,Judo,+100kg,Bronze
1339,Sofia Thompson,F,32,AZE,Azerbaijan,Europe,1956,Cortina,Italy,Winter,Bobsled,Bobsled Team,Bronze
1340,John Martinez,M,20,CUB,Cuba,North America,1904,St. Louis,USA,Summer,Canoe,Canoe Sprint,Silver
1341,Pierre Miller,M,28,GER,Germany,Europe,1928,St. Moritz,Switzerland,Winter,Snowboard,Snowboard Downhill,Silver
1342,Lisa Thomas,F,19,IRN,Iran,Asia,1976,Montreal,Canada,Summer,Tennis,Mixed Doubles,Bronze
1343,Lisa Clark,F,26,HUN,Hungary,Europe,1920,Antwerp,Belgium,Summer,Basketball,3x3 Basketball,Silver
1344,Fatima King,F,19,UZB,Uzbekistan,Asia,1992,Albertville,France,Winter,Skeleton,Skeleton Pursuit,Gold
1345,Mohammed Williams,M,26,KOR,South Korea,Asia,1984,Sarajevo,Yugoslavia,Winter,Ice Hockey,Ice Hockey Slalom,Bronze
1346,Kim Brown,F,31,ESP,Spain,Europe,2014,Sochi,Russia,Winter,Luge,Luge Individual,Gold
1347,David Jones,M,18,BRA,Brazil,South America,1900,Paris,France,Summer,Football,Football,Silver
1348,Kim Thompson,F,32,FIN,Finland,Europe,1968,Mexico City,Mexico,Summer,Gymnastics,Parallel Bars,Gold
1349,Claire Anderson,F,40,DEN,Denmark,Europe,2022,Beijing,China,Winter,Skiing,Skiing Team,Gold
1350,Ahmed Lewis,M,38,IND,India,Asia,1960,Squaw Valley,USA,Winter,Luge,Luge Slalom,Bronze
1351,Marco Nelson,M,18,CZE,Czech Republic,Europe,1988,Calgary,Canada,Winter,Luge,Luge Individual,Bronze
1352,Pierre Taylor,M,20,JAM,Jamaica,North America,1928,Amsterdam,Netherlands,Summer,Fencing,Sabre Team,Silver
1353,David Hernandez,M,30,BRA,Brazil,South America,1956,Cortina,Italy,Winter,Biathlon,Biathlon Downhill,Bronze
1354,Rebecca Anderson,F,38,POL,Poland,Europe,1992,Barcelona,Spain,Summer,Weightlifting,56kg,Bronze
1355,Mohammed Johnson,M,37,NOR,Norway,Europe,1964,Innsbruck,Austria,Winter,Figure Skating,Figure Skating Super-G,Silver
1356,Anna Lopez,F,32,ZIM,Zimbabwe,Africa,2020,Tokyo,Japan,Summer,Volleyball,Volleyball,Bronze
1357,Lucia Scott,F,33,POL,Poland,Europe,1976,Montreal,Canada,Summer,Football,Football,Silver
1358,Ahmed Walker,M,33,NED,Netherlands,Europe,1924,Paris,France,Summer,Boxing,81kg,Silver
1359,John Miller,M,18,UZB,Uzbekistan,Asia,2024,Paris,France,Summer,Football,Football,Bronze
1360,Isabella Mitchell,F,39,FRA,France,Europe,1900,Paris,France,Summer,Canoe,Canoe Slalom,Bronze
1361,Chris Allen,M,37,SVK,Slovakia,Europe,1920,Antwerp,Belgium,Summer,Tennis,Mixed Doubles,Gold
1362,Kim Wright,F,19,CZE,Czech Republic,Europe,1936,Garmisch,Germany,Winter,Ski Jumping,Ski Jumping Slalom,Gold
1363,Olga Harris,F,16,BEL,Belgium,Europe,1960,Squaw Valley,USA,Winter,Ski Jumping,Ski Jumping Slalom,Bronze
1364,Yuna Johnson,F,37,ZIM,Zimbabwe,Africa,1952,Oslo,Norway,Winter,Speed Skating,Speed Skating Mass Start,Silver
1365,Elena Baker,F,26,KEN,Kenya,Africa,1904,St. Louis,USA,Summer,Athletics,100m,Silver
1366,Jessica Young,F,17,HUN,Hungary,Europe,1948,London,Great Britain,Summer,Archery,Team Compound,Gold
1367,Elena Young,F,32,NZL,New Zealand,Oceania,1996,Atlanta,USA,Summer,Basketball,Basketball,Gold
1368,Svetlana Thompson,F,40,IRN,Iran,Asia,1920,Antwerp,Belgium,Summer,Wrestling,Greco-Roman 87kg,Bronze
1369,Ahmed Johnson,M,16,AUS,Australia,Oceania,1928,St. Moritz,Switzerland,Winter,Bobsled,Bobsled Pursuit,Bronze
1370,Yuki Smith,M,34,CHN,China,Asia,2014,Sochi,Russia,Winter,Snowboard,Snowboard Sprint,Bronze
1371,Darius Harris,M,23,POL,Poland,Europe,2008,Beijing,China,Summer,Wrestling,Greco-Roman 77kg,Silver
1372,Emma Garcia,F,37,RSA,South Africa,Africa,1932,Lake Placid,USA,Winter,Curling,Curling Pursuit,Gold
1373,Kwame Wilson,M,30,FRA,France,Europe,1928,Amsterdam,Netherlands,Summer,Athletics,Heptathlon,Gold
1374,Wei White,M,31,AUS,Australia,Oceania,1928,Amsterdam,Netherlands,Summer,Judo,90kg,Silver
1375,Darius Jones,M,31,BEL,Belgium,Europe,1920,Antwerp,Belgium,Summer,Badminton,Singles,Gold
1376,Elena Thomas,F,41,JAM,Jamaica,North America,2002,Salt Lake City,USA,Winter,Luge,Luge Downhill,Silver
1377,Wei Wright,M,26,GBR,Great Britain,Europe,1896,Athens,Greece,Summer,Boxing,+91kg,Bronze
1378,Kim Carter,F,19,CAN,Canada,North America,1992,Albertville,France,Winter,Curling,Curling Individual,Gold
1379,Wei Wilson,M,22,ARG,Argentina,South America,1984,Sarajevo,Yugoslavia,Winter,Skiing,Skiing Giant Slalom,Gold
1380,Lars Moore,M,39,SWE,Sweden,Europe,1900,Paris,France,Summer,Fencing,Epee Individual,Silver
1381,Rebecca Martinez,F,38,AUS,Australia,Oceania,1952,Helsinki,Finland,Summer,Badminton,Singles,Silver
1382,Fatima Thomas,F,22,DEN,Denmark,Europe,2010,Vancouver,Canada,Winter,Ski Jumping,Ski Jumping Slalom,Gold
1383,Diego Nelson,M,34,NZL,New Zealand,Oceania,2002,Salt Lake City,USA,Winter,Cross-Country Skiing,Cross-Country Skiing Mass Start,Silver
1384,Lucia Carter,F,30,NGR,Nigeria,Africa,1928,St. Moritz,Switzerland,Winter,Ski Jumping,Ski Jumping Pursuit,Bronze
1385,Kim Baker,F,29,FRA,France,Europe,1952,Helsinki,Finland,Summer,Fencing,Epee Team,Silver
1386,Lucia Martinez,F,34,USA,United States,North America,1964,Tokyo,Japan,Summer,Gymnastics,Team,Bronze
1387,Thomas Clark,M,19,NZL,New Zealand,Oceania,2020,Tokyo,Japan,Summer,Table Tennis,Team,Silver
1388,Maria Clark,F,27,CUB,Cuba,North America,2016,Rio de Janeiro,Brazil,Summer,Boxing,69kg,Gold
1389,Sofia Baker,F,22,USA,United States,North America,1896,Athens,Greece,Summer,Fencing,Sabre Team,Silver
1390,Kim Scott,F,35,RSA,South Africa,Africa,1936,Garmisch,Germany,Winter,Curling,Curling Team,Gold
1391,Darius Allen,M,34,KAZ,Kazakhstan,Asia,1920,Antwerp,Belgium,Summer,Archery,Individual Compound,Bronze
1392,James Lopez,M,22,JAM,Jamaica,North America,2012,London,Great Britain,Summer,Football,Football,Silver
1393,Thomas Carter,M,30,ITA,Italy,Europe,1904,St. Louis,USA,Summer,Shooting,Trap,Silver
1394,Michael Baker,M,25,ROM,Romania,Europe,1992,Barcelona,Spain,Summer,Basketball,Basketball,Gold
1395,Ivan Williams,M,33,NZL,New Zealand,Oceania,1976,Montreal,Canada,Summer,Judo,73kg,Silver
1396,Ahmed Robinson,M,41,IND,India,Asia,1998,Nagano,Japan,Winter,Skiing,Skiing Team,Silver
1397,Diego Clark,M,33,NZL,New Zealand,Oceania,1956,Cortina,Italy,Winter,Ski Jumping,Ski Jumping Super-G,Silver
1398,Svetlana Wilson,F,31,ZIM,Zimbabwe,Africa,1994,Lillehammer,Norway,Winter,Skiing,Skiing Downhill,Silver
1399,David Davis,M,16,SWE,Sweden,Europe,1994,Lillehammer,Norway,Winter,Biathlon,Biathlon Individual,Silver
1400,Marco Lee,M,22,CAN,Canada,North America,2004,Athens,Greece,Summer,Football,Football,Bronze
1401,Chris Jones,M,17,GBR,Great Britain,Europe,1896,Athens,Greece,Summer,Swimming,100m Breaststroke,Silver
1402,Mohammed King,M,20,KEN,Kenya,Africa,1960,Rome,Italy,Summer,Canoe,Canoe Slalom,Gold
